uid,E_votes_3,E_votes_num,E_votes_mean,E_votes_2,E_votes_std,E_votes_1,E_votes_4,E_likes_mean,E_likes_sum,E_likes_num,E_likes_std,E_dislikes_std,E_dislikes_sum,E_dislikes_num,E_dislikes_mean,E_com_num,E_com_std,E_com_sum,E_com_mean,E_target,E_comid,G_interactions_degree,G_interactions_w_degree,G_interactions_degree_u,G_interactions_w_degree_u,G_interactions_betweenness_centrality,G_interactions_w_betweenness_centrality,G_interactions_betweenness_centrality_u,G_interactions_w_betweenness_centrality_u,G_interactions_NMF1_d,G_interactions_NMF1_u,G_interactions_NMF2_d,G_interactions_NMF2_u,G_rel_agree_degree,G_rel_agree_w_degree,G_rel_agree_degree_u,G_rel_agree_w_degree_u,G_rel_agree_betweenness_centrality,G_rel_agree_w_betweenness_centrality,G_rel_agree_betweenness_centrality_u,G_rel_agree_w_betweenness_centrality_u,G_rel_agree_NMF1_d,G_rel_agree_NMF1_u,G_rel_agree_NMF2_d,G_rel_agree_NMF2_u,votes_3,votes_num,votes_mean,votes_2,votes_std,votes_1,votes_4,likes_mean,likes_sum,likes_num,likes_std,dislikes_std,dislikes_sum,dislikes_num,dislikes_mean,com_num,com_std,com_sum,com_mean,CE_votes_3,CE_votes_num,CE_votes_mean,CE_votes_2,CE_votes_std,CE_votes_1,CE_votes_4,CE_likes_mean,CE_likes_sum,CE_likes_num,CE_likes_std,CE_dislikes_std,CE_dislikes_sum,CE_dislikes_num,CE_dislikes_mean,CE_com_num,CE_com_std,CE_com_sum,CE_com_mean,CE_comid,CEG_interactions_degree,CEG_interactions_w_degree,CEG_interactions_degree_u,CEG_interactions_w_degree_u,CEG_interactions_betweenness_centrality,CEG_interactions_w_betweenness_centrality,CEG_interactions_betweenness_centrality_u,CEG_interactions_w_betweenness_centrality_u,CEG_interactions_NMF1_d,CEG_interactions_NMF1_u,CEG_interactions_NMF2_d,CEG_interactions_NMF2_u,CEG_rel_agree_degree,CEG_rel_agree_w_degree,CEG_rel_agree_degree_u,CEG_rel_agree_w_degree_u,CEG_rel_agree_betweenness_centrality,CEG_rel_agree_w_betweenness_centrality,CEG_rel_agree_betweenness_centrality_u,CEG_rel_agree_w_betweenness_centrality_u,CEG_rel_agree_NMF1_d,CEG_rel_agree_NMF1_u,CEG_rel_agree_NMF2_d,CEG_rel_agree_NMF2_u,uid
11_92,22,41,3.1463414634146343,5,0.7266696501766154,1,13,4.0,8.0,2.0,4.242640687119285,0.7071067811865476,1.0,2.0,0.5,2.0,22.62741699796952,54.0,27.0,1,11,0.19166666666666668,0.014612761811982462,0.2810457516339869,0.02286401925391095,0.0035431536678880186,0.04589809559456639,0.009200912819975106,0.09845377155117804,0.0,0.2495366978088821,0.0,0.0,0.19166666666666668,0.19830845046438567,0.2810457516339869,0.2995504438834841,0.0035431536678880186,1.9262824824838322e-07,0.009200912819975106,6.542011376216932e-10,0.0,0.0,0.0,0.0,3492.0,12685.0,3.205597162002365,1329.0,0.99604241321479,1309.0,6555.0,6.282558139534882,16209.0,2580.0,5.5351467900069915,2.6696778317487797,4383.0,2580.0,1.6988372093023256,2580.0,107.18451933803185,213478.0,82.74341085271318,22,41,3.1463414634146343,5,0.7266696501766154,1,13,4.0,8.0,2.0,4.242640687119285,0.7071067811865476,1.0,2.0,0.5,2.0,22.62741699796952,54.0,27.0,11,0.19166666666666668,0.02877697841726619,0.2810457516339869,0.04357798165137615,0.0035431536678880173,0.045898095594566375,0.009200912819975107,0.09876107676042728,0.3553200970141279,0.36149709776549777,0.0,0.0,0.19166666666666668,0.19830845046438567,0.2810457516339869,0.2999119680813301,0.0035431536678880173,2.434370875322752e-07,0.009200912819975107,6.512818738959237e-11,0.7199974814917605,0.6875855091331816,0.0,0.0,11_92
0_38,103,258,2.298449612403101,102,0.7890776269431676,44,9,3.8378378378378377,284.0,74.0,2.6277081374336437,0.8012393214287651,48.0,74.0,0.6486486486486487,74.0,43.71358430505626,4452.0,60.16216216216216,1,0,0.14166666666666666,0.1039941548952752,0.12418300653594773,0.10549538708383474,0.013577959937756205,0.010692229355126157,0.012278461570031282,0.011865683607745257,0.0,0.0,0.0,0.0,0.14166666666666666,0.14178834688510614,0.12418300653594773,0.14348499126106354,0.013577959937756205,4.787110629200249e-07,0.012278461570031282,5.62738185700195e-23,0.0,0.0,0.0,0.0,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817855,25022.0,70.28651685393258,103,258,2.298449612403101,102,0.7890776269431676,44,9,3.8378378378378377,284.0,74.0,2.6277081374336437,0.8012393214287651,48.0,74.0,0.6486486486486487,74.0,43.71358430505626,4452.0,60.16216216216216,0,1.0,0.9521640091116174,1.0,0.9638989169675092,1.0,0.3523325808878857,1.0,0.07389855516445867,5.471901805686119,3.913358871859329,2.6783734089508835,5.807526205107338,1.0,0.9509069172063932,1.0,0.9639247415391764,1.0,0.19769656179892525,1.0,0.016647090772254226,0.3701191474372835,1.1434011442766865,1.013630216705775,0.16018953818343154,0_38
0_259,2,18,3.5,2,0.9235481451827988,1,13,4.8,48.0,10.0,4.685675570881489,0.31622776601683794,1.0,10.0,0.1,10.0,50.570522814953954,866.0,86.6,1,0,0.07916666666666666,0.014612761811982462,0.08496732026143791,0.018451664661050943,0.001644609541904935,0.02054719568902869,0.0014561428079970392,0.01868947107082487,0.0,0.0,0.0,0.7930295534396766,0.07916666666666666,0.08707421139747303,0.08496732026143791,0.1012564880732904,0.001644609541904935,1.6581335886587928e-07,0.0014561428079970392,4.848902760363481e-24,0.0,0.0,0.0,0.610378907923104,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817855,25022.0,70.28651685393258,2,18,3.5,2,0.9235481451827988,1,13,4.8,48.0,10.0,4.685675570881489,0.31622776601683794,1.0,10.0,0.1,10.0,50.570522814953954,866.0,86.6,0,0.4642857142857143,0.11617312072892938,0.5714285714285714,0.12274368231046932,0.12112346401404332,0.6770754953599198,0.11859326184243855,1.0,0.7349491745574356,0.5731927729252373,0.0,0.3565268662466134,0.4642857142857143,0.5154088187963564,0.5714285714285714,0.5702894025965889,0.12112346401404332,0.06847706996400063,0.11859326184243855,0.0,0.4157195049642291,0.8936309510790126,0.5827895676313597,0.0,0_259
0_39,26,56,2.7321428571428568,15,0.8632090535495274,5,10,3.0869565217391304,71.0,23.0,2.6270108052215897,2.0860917180523213,35.0,23.0,1.5217391304347827,23.0,26.29710154003887,807.0,35.08695652173913,1,0,0.10416666666666667,0.039454456892352656,0.1045751633986928,0.0421179302045728,0.0037344756912081225,0.013664513080469995,0.006401533476666228,0.019080916303245345,0.0,0.0,0.0,0.0,0.10416666666666667,0.10174266689836188,0.1045751633986928,0.11006589994450562,0.0037344756912081225,4.138701437292346e-07,0.006401533476666228,1.9981804832173493e-22,0.0,0.0,0.0,0.0,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817855,25022.0,70.28651685393258,26,56,2.7321428571428568,15,0.8632090535495274,5,10,3.0869565217391304,71.0,23.0,2.6270108052215897,2.0860917180523213,35.0,23.0,1.5217391304347827,23.0,26.29710154003887,807.0,35.08695652173913,0,0.6785714285714286,0.3485193621867881,0.7857142857142857,0.4007220216606498,0.2750395279060792,0.4502758966641585,0.5213628303639279,0.2685543516996042,2.722217017853028,2.7739854312308694,0.7753871538425771,1.3833659888230352,0.6785714285714286,0.6321626415574456,0.7857142857142857,0.7567664415434309,0.2750395279060792,0.17091876663014555,0.5213628303639279,0.06460178618067655,0.6928548120969914,1.0355230793296957,0.4705650397702583,0.07758122530854021,0_39
0_62,97,109,3.0917431192660554,1,0.3203379119706816,0,11,4.5,9.0,2.0,3.5355339059327378,0.0,0.0,2.0,0.0,2.0,21.213203435596427,100.0,50.0,1,0,0.04583333333333333,0.006819288845591817,0.0457516339869281,0.00762133975130365,0.0,0.018686188337308927,0.00013063296105918614,0.010346794554863774,0.0,0.0,0.0,0.0,0.04583333333333333,0.056659557275538786,0.0457516339869281,0.059066284709419416,0.0,0.0,0.00013063296105918614,0.0,0.0,0.0,0.0,0.0,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817855,25022.0,70.28651685393258,97,109,3.0917431192660554,1,0.3203379119706816,0,11,4.5,9.0,2.0,3.5355339059327378,0.0,0.0,2.0,0.0,2.0,21.213203435596427,100.0,50.0,0,0.17857142857142858,0.04328018223234624,0.14285714285714285,0.06137184115523465,0.0,0.615751191371959,0.01063919614962425,0.0,0.7119463343450912,0.5840880282719978,0.18138592480460225,0.4691740910790823,0.17857142857142858,0.2733228584526132,0.14285714285714285,0.2590695221235241,0.0,0.0,0.01063919614962425,0.0,0.7780794534172224,0.0,0.011580942145680308,1.6279084823328671,0_62
0_57,47,77,3.064935064935065,8,0.7133623560233008,3,19,2.4,12.0,5.0,1.8165902124584952,1.0,5.0,5.0,1.0,4.0,14.773286702694158,103.0,25.75,1,0,0.06666666666666668,0.011203117389186557,0.0718954248366013,0.010028078620136384,0.00010057998534622638,0.0017049719704917304,0.00013063296105918614,0.00676262414551392,0.0,0.12807416902126872,0.0,0.0,0.06666666666666668,0.07554607636738506,0.0718954248366013,0.08156772650348396,0.00010057998534622638,0.0,0.00013063296105918614,2.2224137651665957e-24,0.0,0.0,0.0,0.0,700.0,1766.0,2.97281993204983,224.0,0.9902342861640626,222.0,620.0,3.9344262295081966,1440.0,366.0,3.0612139366231643,1.3935706206651468,327.0,366.0,0.8934426229508197,356.0,123.20337903817855,25022.0,70.28651685393258,47,77,3.064935064935065,8,0.7133623560233008,3,19,2.4,12.0,5.0,1.8165902124584952,1.0,5.0,5.0,1.0,4.0,14.773286702694158,103.0,25.75,0,0.35714285714285715,0.08428246013667426,0.42857142857142855,0.10469314079422384,0.007407591847914049,0.05618259342864309,0.01063919614962425,0.08606962219207373,1.3231649760620183,1.3919014055038763,0.21330665131387705,0.3511471922952961,0.35714285714285715,0.4236504306015506,0.42857142857142855,0.5416908189855504,0.007407591847914049,0.0,0.01063919614962425,0.0,0.7792078557119069,0.5468155367126792,0.3598156563167191,0.8791842164340741,0_57
21_38,10,41,2.2439024390243905,4,1.2405742179506647,18,9,5.666666666666668,85.0,15.0,3.5186577527449834,0.6172133998483675,5.0,15.0,0.3333333333333333,15.0,50.76978854172458,1050.0,70.0,1,21,0.3083333333333333,0.047004383828543585,0.3137254901960784,0.052146008824709184,0.07151136422776562,0.13004869876846134,0.049273756837894894,0.07860783678125154,0.0,0.0,0.0,0.0,0.3083333333333333,0.322706021019555,0.3137254901960784,0.3409035400377545,0.07151136422776562,1.2720963517853966e-05,0.049273756837894894,5.544026974706421e-21,0.0,0.0,0.0,0.0,703.0,1516.0,2.8634564643799467,210.0,0.9560422709514362,200.0,403.0,6.1981566820276495,2690.0,434.0,5.235550559962643,2.375568441920716,459.0,434.0,1.0576036866359446,434.0,94.97409566056791,36767.0,84.71658986175116,10,41,2.2439024390243905,4,1.2405742179506647,18,9,5.666666666666668,85.0,15.0,3.5186577527449834,0.6172133998483675,5.0,15.0,0.3333333333333333,15.0,50.76978854172458,1050.0,70.0,21,0.7956989247311828,0.6166134185303515,0.8727272727272727,0.6280193236714976,0.5365241648441937,0.9217174276860488,0.2847729885625349,0.3003256709018778,0.07323127497670813,0.2291737442958788,2.809482388905685,3.0000386041479885,0.7956989247311828,0.7779715972365944,0.8727272727272727,0.7826628491936397,0.5365241648441937,0.02255819146679553,0.2847729885625349,0.00014511494960158438,0.7975293976853701,0.6943094707397695,0.4528330283310806,0.5968488007716943,21_38
21_8,13,27,2.4814814814814814,14,0.5091750772173157,0,0,13.0,91.0,7.0,8.246211251235321,1.4960264830861911,5.0,7.0,0.7142857142857143,7.0,82.78888814327682,910.0,130.0,1,21,0.2458333333333333,0.03336580613735996,0.3006535947712418,0.037304452466907334,0.04097022959893151,0.07791018681484586,0.07531481409887475,0.13952186437004482,0.0,0.0,0.0,0.0,0.2458333333333333,0.2704206142696169,0.3006535947712418,0.3333026065745809,0.04097022959893151,8.578963043992036e-06,0.07531481409887475,9.349016474493983e-18,0.0,0.0,0.0,0.0,703.0,1516.0,2.8634564643799467,210.0,0.9560422709514362,200.0,403.0,6.1981566820276495,2690.0,434.0,5.235550559962643,2.375568441920716,459.0,434.0,1.0576036866359446,434.0,94.97409566056791,36767.0,84.71658986175116,13,27,2.4814814814814814,14,0.5091750772173157,0,0,13.0,91.0,7.0,8.246211251235321,1.4960264830861911,5.0,7.0,0.7142857142857143,7.0,82.78888814327682,910.0,130.0,21,0.6344086021505376,0.4376996805111821,0.8363636363636363,0.4830917874396135,0.3073849654025597,0.552186816642986,0.43527480083421616,0.4695153017721888,1.256588351261311,0.041398263400332036,0.08640736016862212,0.0,0.6344086021505376,0.6519232474943085,0.8363636363636363,0.8152569515213278,0.3073849654025597,0.01589152785431382,0.43527480083421616,0.04808885247973056,0.0,0.0,0.8198607863640102,0.05939685329447529,21_8
21_45,7,38,1.5789473684210529,5,0.8893234278468164,25,1,9.23076923076923,120.0,13.0,7.224424384842553,3.0967311135685622,18.0,13.0,1.3846153846153846,13.0,116.8938264694362,1677.0,129.0,1,21,0.3875,0.07622990745250853,0.3594771241830065,0.06578419574809466,0.13328638095645234,0.13720564293320328,0.17302819725500276,0.2707019218374997,0.0,0.0,0.0,0.0,0.3875,0.4148043735347508,0.3594771241830065,0.3987576935076722,0.13328638095645234,1.7929095299981344e-07,0.17302819725500276,6.099702839816152e-20,0.0,0.0,0.0,0.0,703.0,1516.0,2.8634564643799467,210.0,0.9560422709514362,200.0,403.0,6.1981566820276495,2690.0,434.0,5.235550559962643,2.375568441920716,459.0,434.0,1.0576036866359446,434.0,94.97409566056791,36767.0,84.71658986175116,7,38,1.5789473684210529,5,0.8893234278468164,25,1,9.23076923076923,120.0,13.0,7.224424384842553,3.0967311135685622,18.0,13.0,1.3846153846153846,13.0,116.8938264694362,1677.0,129.0,21,1.0,1.0,1.0,1.0,1.0,0.972442119498332,1.0,1.0,2.535577344774446,0.33938553489229306,2.1083320534324703,0.2794141891901582,1.0,1.0,1.0,1.0,1.0,0.0002694937005679789,1.0,8.374750365637787e-06,0.5827551344838511,0.7331040386579063,1.0411476707091782,0.048456874328287006,21_45
21_12,0,38,1.0,0,0.0,38,0,11.75,141.0,12.0,4.692837869853087,3.8019133938775433,66.0,12.0,5.5,12.0,161.24149026171332,2334.0,194.5,1,21,0.3083333333333333,0.07062834875791525,0.3202614379084967,0.0762133975130365,0.04737092718359931,0.047948904818020686,0.07263379526033101,0.1219818743646012,0.0,0.0,0.0,0.0,0.3083333333333333,0.2405455749788783,0.3202614379084967,0.2456876175889421,0.04737092718359931,0.00013687057853468433,0.07263379526033101,7.033374072764458e-16,0.0,0.3889486638122477,0.0,0.0,703.0,1516.0,2.8634564643799467,210.0,0.9560422709514362,200.0,403.0,6.1981566820276495,2690.0,434.0,5.235550559962643,2.375568441920716,459.0,434.0,1.0576036866359446,434.0,94.97409566056791,36767.0,84.71658986175116,0,38,1.0,0,0.0,38,0,11.75,141.0,12.0,4.692837869853087,3.8019133938775433,66.0,12.0,5.5,12.0,161.24149026171332,2334.0,194.5,21,0.7956989247311828,0.926517571884984,0.8909090909090909,0.961352657004831,0.3554071079405812,0.3398368582519584,0.4197801075930184,0.4015899418870709,2.7468621820381243,0.0,0.0,0.07261261793502581,0.7956989247311828,0.5799012506282707,0.8909090909090909,0.6138205464162664,0.3554071079405812,0.22316580924821594,0.4197801075930184,0.07779805291196047,0.0,0.07909092425623858,1.1437458324417071,0.0,21_12
21_165,0,29,1.0,0,0.0,29,0,10.888888888888893,98.0,9.0,3.179797338056485,5.52519481808359,49.0,9.0,5.4444444444444455,9.0,345.3940181557546,2182.0,242.44444444444446,1,21,0.275,0.054797856794934235,0.3006535947712418,0.05615724027276374,0.0195966020126528,0.027791832786900426,0.01909863703895837,0.03057064659820695,0.0,0.0,0.0,0.0,0.275,0.20101878859380007,0.3006535947712418,0.209062502954496,0.0195966020126528,0.0001801814136245637,0.01909863703895837,7.9148424599666e-17,0.0,0.0,0.0,0.0,703.0,1516.0,2.8634564643799467,210.0,0.9560422709514362,200.0,403.0,6.1981566820276495,2690.0,434.0,5.235550559962643,2.375568441920716,459.0,434.0,1.0576036866359446,434.0,94.97409566056791,36767.0,84.71658986175116,0,29,1.0,0,0.0,29,0,10.888888888888893,98.0,9.0,3.179797338056485,5.52519481808359,49.0,9.0,5.4444444444444455,9.0,345.3940181557546,2182.0,242.44444444444446,21,0.7096774193548387,0.7188498402555911,0.8363636363636363,0.7777777777777778,0.14702628934801254,0.19697403257090465,0.11037875526618064,0.08706734857726538,2.360663694266973,2.7214423339115448,0.0,0.3204377732980474,0.7096774193548387,0.4846110634775153,0.8363636363636363,0.4794972582132285,0.14702628934801254,0.29980656116272325,0.11037875526618064,0.009608336873352706,0.0,0.0,1.051395707364254,1.0208672161905594,21_165
21_140,9,19,2.6842105263157894,8,0.6710382982072027,0,2,11.25,180.0,16.0,7.0757802867716775,2.0072784228070266,19.0,16.0,1.1875,16.0,93.96870046279595,2846.0,177.875,1,21,0.3125,0.06453969800292256,0.3333333333333333,0.08182912154031287,0.0392875862209343,0.04626057397622697,0.04781698831650246,0.030595561883431217,0.0,0.0,0.0,0.0,0.3125,0.3189287172011857,0.3333333333333333,0.3556098394960181,0.0392875862209343,1.6032165868672226e-05,0.04781698831650246,3.1445789619272925e-18,0.0,0.0,0.0,0.0,703.0,1516.0,2.8634564643799467,210.0,0.9560422709514362,200.0,403.0,6.1981566820276495,2690.0,434.0,5.235550559962643,2.375568441920716,459.0,434.0,1.0576036866359446,434.0,94.97409566056791,36767.0,84.71658986175116,9,19,2.6842105263157894,8,0.6710382982072027,0,2,11.25,180.0,16.0,7.0757802867716775,2.0072784228070266,19.0,16.0,1.1875,16.0,93.96870046279595,2846.0,177.875,21,0.8064516129032258,0.8466453674121406,0.9272727272727272,0.932367149758454,0.2947606945211487,0.32787084878536826,0.2763537335248977,0.13878638406423574,1.2147435966676583,0.1900934918937308,1.0347641889501151,0.22303619037246009,0.8064516129032258,0.768865367747785,0.9272727272727272,0.8613739667750442,0.2947606945211487,0.03438700623991893,0.2763537335248977,0.014726151692660668,0.3507283688411407,0.23377021819271485,0.7341563628477169,0.09792955256101687,21_140
21_43,0,24,1.375,6,0.7109393663377318,17,1,10.117647058823527,172.0,17.0,5.158516658657511,2.94808013299982,38.0,17.0,2.235294117647059,17.0,89.57136490957758,2581.0,151.82352941176467,1,21,0.25833333333333336,0.06648806624452021,0.2810457516339869,0.07581227436823104,0.03577075809562775,0.06778946903741437,0.10409523468973746,0.19099708712662192,0.0,0.0,0.0,0.0,0.25833333333333336,0.2593523782433889,0.2810457516339869,0.2842313819477929,0.03577075809562775,4.211492448742097e-07,0.10409523468973746,6.687548382360542e-22,0.0,0.4167025720424901,0.0,0.0,703.0,1516.0,2.8634564643799467,210.0,0.9560422709514362,200.0,403.0,6.1981566820276495,2690.0,434.0,5.235550559962643,2.375568441920716,459.0,434.0,1.0576036866359446,434.0,94.97409566056791,36767.0,84.71658986175116,0,24,1.375,6,0.7109393663377318,17,1,10.117647058823527,172.0,17.0,5.158516658657511,2.94808013299982,38.0,17.0,2.235294117647059,17.0,89.57136490957758,2581.0,151.82352941176467,21,0.6666666666666666,0.8722044728434505,0.7818181818181819,0.9903381642512076,0.2683751921159511,0.4804564414490058,0.6016085027825013,0.7106261975078871,2.45208085631504,0.43491918151842746,0.0,0.28047651977742555,0.6666666666666666,0.6252402211512875,0.7818181818181819,0.7035230746833601,0.2683751921159511,0.0007182995104050203,0.6016085027825013,4.4031197579657193e-07,0.0,0.6128329138692926,1.0214215009426708,0.02211086603686719,21_43
21_31,0,40,1.075,3,0.2667467828369188,37,0,10.5,105.0,10.0,5.038738819276992,2.5055493963954847,15.0,10.0,1.5,10.0,35.55918384265246,583.0,58.3,1,21,0.2833333333333333,0.05236239649293716,0.2810457516339869,0.05455274769354192,0.03132735499807087,0.0781125488996599,0.029939915637086888,0.08729123862340114,0.0,0.0,0.0,0.0,0.2833333333333333,0.26269431100477075,0.2810457516339869,0.2503285399589679,0.03132735499807087,1.4548290793169186e-05,0.029939915637086888,2.7598538760690128e-17,0.0,0.0,0.0,0.0,703.0,1516.0,2.8634564643799467,210.0,0.9560422709514362,200.0,403.0,6.1981566820276495,2690.0,434.0,5.235550559962643,2.375568441920716,459.0,434.0,1.0576036866359446,434.0,94.97409566056791,36767.0,84.71658986175116,0,40,1.075,3,0.2667467828369188,37,0,10.5,105.0,10.0,5.038738819276992,2.5055493963954847,15.0,10.0,1.5,10.0,35.55918384265246,583.0,58.3,21,0.7311827956989247,0.6869009584664537,0.7818181818181819,0.5990338164251208,0.2350379294063528,0.5536210536791293,0.1730348932258858,0.3250695753499907,2.553168737465895,2.4509835282369337,0.3872706328652024,0.0,0.7311827956989247,0.6332968689944711,0.7818181818181819,0.6182365215703403,0.2350379294063528,0.027106094035548933,0.1730348932258858,0.002291566019316129,0.11956297293577972,0.04374820600400242,1.1249799088272243,1.1338590866005458,21_31
21_102,3,25,3.88,0,0.3316624790355401,0,22,3.15,63.0,20.0,2.0332758116684,0.6569466853317862,6.0,20.0,0.3,20.0,22.408644948346442,748.0,37.4,1,21,0.17083333333333334,0.020944958597174858,0.2287581699346405,0.030084235860409144,0.018245798879800063,0.05568185720218865,0.04203284845842695,0.11423711050413075,0.0,0.0,0.0,0.4484347535346266,0.17083333333333334,0.14920350082558548,0.2287581699346405,0.23176485047886475,0.018245798879800063,4.336798376129361e-07,0.04203284845842695,4.941577820633713e-19,0.0,0.0,0.0,0.5715889071156517,703.0,1516.0,2.8634564643799467,210.0,0.9560422709514362,200.0,403.0,6.1981566820276495,2690.0,434.0,5.235550559962643,2.375568441920716,459.0,434.0,1.0576036866359446,434.0,94.97409566056791,36767.0,84.71658986175116,3,25,3.88,0,0.3316624790355401,0,22,3.15,63.0,20.0,2.0332758116684,0.6569466853317862,6.0,20.0,0.3,20.0,22.408644948346442,748.0,37.4,21,0.4408602150537633,0.2747603833865815,0.6363636363636364,0.3623188405797101,0.13689169702763085,0.3946439962506549,0.24292484765636474,0.4165405325290325,0.4816220976461296,0.2746391614267757,0.1697360091763673,0.3159248664420515,0.4408602150537633,0.3596960648079709,0.6363636363636364,0.5598097733779784,0.13689169702763085,0.0007641198536771468,0.24292484765636474,0.00012771936165342085,0.1875538330603692,0.2838822838921538,0.0,0.4173848777505802,21_102
21_122,12,17,3.1764705882352944,1,0.5285941398709243,0,4,3.9,39.0,10.0,4.605552204797067,0.6749485577105528,3.0,10.0,0.3,10.0,72.38815127107782,714.0,71.4,1,21,0.22083333333333333,0.01753531417437896,0.2875816993464052,0.024468511833132773,0.010346337984240714,0.06708565203542446,0.02606673643338384,0.15707021559769122,0.0,0.0,0.0,0.22639982961216704,0.22083333333333333,0.2395154012102321,0.2875816993464052,0.32486456590180673,0.010346337984240714,0.00010559080910393408,0.02606673643338384,6.383402101905952e-19,0.0,0.0,0.0,0.3502330316330632,703.0,1516.0,2.8634564643799467,210.0,0.9560422709514362,200.0,403.0,6.1981566820276495,2690.0,434.0,5.235550559962643,2.375568441920716,459.0,434.0,1.0576036866359446,434.0,94.97409566056791,36767.0,84.71658986175116,12,17,3.1764705882352944,1,0.5285941398709243,0,4,3.9,39.0,10.0,4.605552204797067,0.6749485577105528,3.0,10.0,0.3,10.0,72.38815127107782,714.0,71.4,21,0.5698924731182796,0.2300319488817892,0.8,0.2898550724637681,0.07762486992291502,0.4754681531940743,0.15065022260486038,0.6504270431731819,0.26249743828517025,0.37315916099863067,0.6576463447762146,0.8808232368267975,0.5698924731182796,0.5774177334949591,0.8,0.784684815839278,0.07762486992291502,0.18439185053150225,0.15065022260486038,9.785143796313748e-06,0.5897880177699119,0.8578267008014875,0.3135921405078164,0.43624174265690796,21_122
21_111,17,21,3.1904761904761907,0,0.4023739080814783,0,4,3.6666666666666665,77.0,21.0,2.9888682361946537,0.4364357804719848,2.0,21.0,0.09523809523809523,21.0,50.17569132558116,1575.0,75.0,1,21,0.2125,0.025085241110569898,0.24836601307189546,0.028479743281187325,0.014440962014102013,0.0560853351889234,0.015183917639714134,0.06461618339199142,0.0,0.0,0.0,0.0,0.2125,0.2568076037553641,0.24836601307189546,0.31100207051082057,0.014440962014102013,1.3410066269681077e-06,0.015183917639714134,0.0,0.0,0.0,0.0,0.0,703.0,1516.0,2.8634564643799467,210.0,0.9560422709514362,200.0,403.0,6.1981566820276495,2690.0,434.0,5.235550559962643,2.375568441920716,459.0,434.0,1.0576036866359446,434.0,94.97409566056791,36767.0,84.71658986175116,17,21,3.1904761904761907,0,0.4023739080814783,0,4,3.6666666666666665,77.0,21.0,2.9888682361946537,0.4364357804719848,2.0,21.0,0.09523809523809523,21.0,50.17569132558116,1575.0,75.0,21,0.5483870967741935,0.32907348242811496,0.6909090909090909,0.3381642512077295,0.1083453681499552,0.3975036380277958,0.08775400703815131,0.251490404031142,0.14393804715042574,0.2659651628303336,0.4878579166718701,0.301365283743279,0.5483870967741935,0.6191053425184047,0.6909090909090909,0.7512010481875092,0.1083453681499552,0.0025545389167838197,0.08775400703815131,0.0,0.6470772993243348,0.22139065965115373,0.1918484919501866,0.21881810822933287,21_111
21_1,20,28,3.2142857142857144,1,0.4986754943620639,0,7,3.4166666666666665,41.0,12.0,3.1754264805429413,0.6513389472789296,4.0,12.0,0.3333333333333333,12.0,28.80169923438336,787.0,65.58333333333333,1,21,0.19166666666666668,0.022893326838772533,0.2222222222222222,0.026875250701965503,0.016240341527540718,0.03937131541212749,0.014285316712375994,0.04735204300323674,0.0,0.0,0.0,0.0,0.19166666666666668,0.2111856225724628,0.2222222222222222,0.25314122018322605,0.016240341527540718,1.1792369556393914e-05,0.014285316712375994,4.817296587304952e-22,0.0,0.0,0.0,0.0,703.0,1516.0,2.8634564643799467,210.0,0.9560422709514362,200.0,403.0,6.1981566820276495,2690.0,434.0,5.235550559962643,2.375568441920716,459.0,434.0,1.0576036866359446,434.0,94.97409566056791,36767.0,84.71658986175116,20,28,3.2142857142857144,1,0.4986754943620639,0,7,3.4166666666666665,41.0,12.0,3.1754264805429413,0.6513389472789296,4.0,12.0,0.3333333333333333,12.0,28.80169923438336,787.0,65.58333333333333,21,0.4946236559139785,0.3003194888178914,0.6181818181818182,0.3285024154589372,0.12184546846422972,0.2790433730589767,0.08256062849295487,0.1792255566221021,0.32991997650999083,0.8399043867228728,0.7149507210377821,0.0,0.4946236559139785,0.5091210123288886,0.6181818181818182,0.6012520017469792,0.12184546846422972,0.019174586126245258,0.08256062849295487,0.0011099133564853169,0.8764223873716458,0.0366450978345262,0.11849437520412764,0.7813719840741901,21_1
